candidate_id,headword,normalized,language,part_of_speech,source_id,source_category,source_url,license,attestation_status,wiktionary_ipa_attested,wiktionary_usage_example_attested,compound_attested,multiword_attested,existing_master,verification_status,human_review_required,review_priority,notes
kha-v04-p001-090,hangne,hangne,kha,adverb,enwiktionary-kha,Category:Khasi_adverbs,https://en.wiktionary.org/wiki/Category:Khasi_adverbs,CC-BY-SA-4.0,source_attested,no,no,no,no,no,pending,yes,3,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-091,khyndiat,khyndiat,kha,adverb,enwiktionary-kha,Category:Khasi_adverbs,https://en.wiktionary.org/wiki/Category:Khasi_adverbs,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-092,kumno,kumno,kha,adverb,enwiktionary-kha,Category:Khasi_adverbs,https://en.wiktionary.org/wiki/Category:Khasi_adverbs,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-093,aiu,aiu,kha,pronoun,enwiktionary-kha,Category:Khasi_pronouns,https://en.wiktionary.org/wiki/Category:Khasi_pronouns,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-094,kaba,kaba,kha,pronoun,enwiktionary-kha,Category:Khasi_pronouns,https://en.wiktionary.org/wiki/Category:Khasi_pronouns,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-095,kaei,kaei,kha,pronoun,enwiktionary-kha,Category:Khasi_pronouns,https://en.wiktionary.org/wiki/Category:Khasi_pronouns,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-096,kane,kane,kha,pronoun,enwiktionary-kha,Category:Khasi_pronouns,https://en.wiktionary.org/wiki/Category:Khasi_pronouns,CC-BY-SA-4.0,source_attested,yes,yes,no,no,no,pending,yes,1,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-097,me,me,kha,pronoun,enwiktionary-kha,Category:Khasi_pronouns,https://en.wiktionary.org/wiki/Category:Khasi_pronouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,no,pending,yes,2,"POS/category attested in English Wiktionary; meaning, canonical spelling, grammar and examples require Khasi human review."
kha-v04-p001-098,nga,nga,kha,pronoun,enwiktionary-kha,Category:Khasi_pronouns,https://en.wiktionary.org/wiki/Category:Khasi_pronouns,CC-BY-SA-4.0,source_attested,no,yes,no,no,yes,pending,yes,1,"POS/category attested in English Wiktionary; existing master entry should be upgraded rather than duplicated."
kha-v04-p001-099,ngi,ngi,kha,pronoun,enwiktionary-kha,Category:Khasi_pronouns,https://en.wiktionary.org/wiki/Category:Khasi_pronouns,CC-BY-SA-4.0,source_attested,no,yes,no,no,yes,pending,yes,1,"POS/category attested in English Wiktionary; existing master entry should be upgraded rather than duplicated."
kha-v04-p001-100,u,u,kha,pronoun,enwiktionary-kha,Category:Khasi_pronouns,https://en.wiktionary.org/wiki/Category:Khasi_pronouns,CC-BY-SA-4.0,source_attested,yes,no,no,no,yes,pending,yes,1,"POS/category attested in English Wiktionary; existing master entry should be upgraded rather than duplicated."
